X1,X2
26.3229308,61.39053254
33.51424695,53.25443787
48.16824966,55.32544379
18.72455902,48.96449704
37.72048847,61.53846154
67.29986431,65.97633136
78.69742198,65.97633136
87.92401628,75.44378698
79.51153324,70.1183432
55.08819539,72.92899408
65.67164179,83.28402367
71.0990502,80.47337278
85.61736771,90.23668639
82.22523745,95.71005917
57.66621438,94.08284024
54.95251018,96.74556213
45.31886024,96.89349112
46.81139756,90.97633136
44.23337856,84.9112426
41.24830393,79.43786982
35.68521031,75.73964497
29.57937585,72.04142012
23.06648575,69.67455621
17.63907734,68.63905325
7.327001357,63.75739645
7.462686567,52.36686391
7.598371777,43.78698225
9.769335142,33.28402367
19.40298507,29.73372781
34.87109905,24.40828402
83.58208955,34.17159763
86.8385346,24.40828402
87.92401628,49.70414201
76.93351425,39.79289941
58.88738128,59.17159763
41.65535957,40.68047337
50.06784261,11.68639053
19.26729986,5.621301775
19.53867028,19.82248521
34.192673,10.0591716
40.43419267,22.63313609
33.51424695,35.35502959
53.86702849,43.93491124
68.79240163,44.23076923
82.36092266,49.85207101
92.26594301,32.5443787
88.87381275,10.35502959
63.90773406,7.840236686
56.38216244,31.39205631
57.05702877,30.72941409
59.35438277,29.57927196
62.54212175,33.30217399
59.34880731,35.55344755
58.81408946,30.09202388
56.02895727,30.68819393
58.77890623,35.39422467
55.65379179,32.75706802
54.94399194,29.94286036
61.80808382,28.77306231
55.71303512,28.7612708
60.10474578,34.66295001
56.74151936,28.20281436
56.98740308,28.08083872
62.82701556,33.26111046
62.024045,30.26333172
55.92539213,31.03152534
57.67025671,29.62308381
63.40535879,30.81809205
63.22694979,29.03234632
62.11112604,31.0542048
63.74216318,29.50471669
57.92259324,26.67389749
57.86239254,30.8606544
57.93644111,26.84456331
57.26288972,32.94614353
60.0314363,34.49510195
63.69715661,30.9558421
59.76024255,29.7975821
61.18994903,31.53395123
59.62659967,32.62451716
56.97316749,32.00024169
61.34447526,29.03250856
60.45465471,31.61131835
59.01630793,31.48166364
55.79965402,30.60593867
57.03446706,34.51792548
63.84262478,32.18108673
60.52576916,27.29798247
58.95173615,32.50222103
61.69080193,30.5896599
63.01008871,32.81270599
59.65934624,35.08427482
58.70183031,30.407379
62.4418639,31.00943167
59.94249804,30.30487174
57.5552484,27.60891032
54.85690236,31.40262075
58.98164188,26.48525713
55.98350515,28.3179825
63.23221866,30.99644039
56.0537672,33.59397686
62.57000041,32.96688821
61.66828459,33.10682734
61.68269357,34.89843709
60.09048851,30.73169525
63.03078007,32.03396758
56.90285918,34.98463583
59.63722189,34.35401673
61.89503762,28.92098537
56.95572171,29.8312443
55.79224045,33.51228342
61.18232662,27.28445275
54.9100653,29.28977998
62.43816597,29.26277439
61.32883476,34.48440285
58.78755296,30.2931332
56.82536898,31.73643149
55.61222937,29.83122067
60.92259346,28.98957703
58.87266354,35.54218803
60.97685705,30.90535077
60.40085133,29.80237794
62.65443428,29.77854443
56.01221769,34.41366307
58.89095832,35.4276952
55.45765649,28.91817186
58.46314113,30.41587377
60.81980645,34.23383925
59.2766364,30.56558424
62.18270728,29.06397487
60.86087795,35.40665479
59.83684723,35.06000528
60.66444462,29.79553152
58.05273059,33.65095763
61.76519777,34.08212881
57.92949278,33.17976676
56.38155902,33.85439387
54.9164068,29.46123358
55.45724985,30.61449096
57.99655473,26.65438893
57.42715695,29.83819422
58.50804903,30.37154308
63.79793113,31.25953808
61.17908477,27.36869036
58.66199505,30.91718483
59.33619609,30.50931796
59.88434267,31.84116788
59.85662069,33.52465872
63.20077502,28.90861407
63.94688054,31.44655452
60.65815184,33.73047667
58.81802205,30.83402848
59.47020099,33.58734635
60.48110282,26.67671299
59.43387945,30.35878476
63.30332417,32.31342354
57.64495252,34.98044126
60.91092434,35.29172172
55.84394735,30.67863808
58.15511491,28.30199792
59.25952586,34.79000205
59.57626287,27.19111928
57.00154143,32.28791765
55.90170978,29.52280336
62.99816064,33.44470079
62.29019353,28.50814115
59.08231774,33.94939067
59.21184247,35.42372552
61.82871426,29.31508341
60.83566629,32.86309922
59.50176902,30.70390191
57.31769368,34.02939998
60.05844593,33.51646979
58.20911033,28.73509629
58.33921026,27.74193918
59.2706159,26.60546287
55.36223081,31.52401445
57.08203532,35.04845588
55.02952677,31.07537221
62.6996298,32.24019071
61.9344863,29.94840839
56.6814095,30.26676045
60.60636982,26.82891235
57.94040559,32.30637026
54.64610613,31.52144929
56.67564632,32.51507467
63.07164937,32.26380725
57.48643258,31.44890529
62.64002516,29.01087507
58.83789082,30.77552588
58.81306896,32.47461267
56.77392893,30.18093865
59.75371913,26.36659297
62.12025707,28.24158747
57.76425505,27.67469933
59.57322394,28.25689419
60.64936212,31.07787242
55.93211536,28.90682973
58.99413249,28.3102875
62.52248274,34.10844169
58.28796009,33.19812675
60.43743838,30.20028074
57.9574973,32.92082559
61.96368748,33.09671377
59.81380588,33.83900076
61.73483386,28.31444174
54.85868192,31.57652465
56.39476468,28.91558665
59.14832493,35.04254812
60.00153959,28.30387591
60.53014287,34.90667177
57.71155045,32.66170398
60.21871028,30.6311649
63.34281746,32.09925994
56.95542696,30.1721387
61.04883992,35.20220057
59.89159888,31.00239719
59.81958891,29.20033011
56.26630642,31.47689394
60.2392718,35.59880878
60.86127747,26.72574475
57.84025722,28.78482047
59.63583136,28.32058067
55.5212851,29.96403692
57.114372,30.64465028
60.17758706,28.79990105
62.55989168,32.5092832
56.92884797,31.66620097
58.56330945,28.57703513
56.68367105,31.58555627
62.32436628,27.59500075
60.19737813,29.84739455
57.21415869,31.05019166
57.64662865,31.4629358
61.10567425,27.86869092
59.60315147,30.52187086
55.9573836,29.7243673
60.75198736,30.30015291
58.70507748,28.97796256
63.8734159,31.08225673
60.34757063,34.14447567
61.65408062,32.52980182
62.03914149,29.29958612
57.37356994,30.76690875
57.77708598,26.91745978
60.0188473,28.45646011
55.04290836,32.89985736
56.21039736,31.97500893
59.90134585,28.18570885
61.35442334,28.37356482
59.23137203,31.24918585
58.98473215,31.32183514
63.61329976,30.95378923
60.01060408,34.14526148
59.93574127,28.72281174
61.96824808,28.5632411
62.58757393,32.58490828
58.53345284,33.42043764
58.33274056,29.58238367
55.22386334,31.78367403
58.45626018,32.40452763
58.914943,29.20921961
57.71070173,29.05245791
54.7709858,32.19932292
62.05283072,31.13823417
55.0862708,29.67048201
56.45273018,28.5213919
62.82485777,31.04845494
59.15288548,27.16473242
56.21362494,32.07040272
60.00089461,26.47663841
59.98378126,35.27085516
56.95508418,28.36623846
62.56887287,32.48565968
59.96301379,33.85224396
61.64838849,31.81860471
60.15837413,33.58388386
58.89301433,26.63565
62.27074579,32.15586593
59.45324587,30.50202232
61.44756073,31.51894565
59.89735925,29.50500435
58.48544506,29.0186302
57.224937,34.66348251
63.27750119,32.41767701
62.57936973,34.1259452
61.6876969,31.1277597
57.40125775,28.08966166
59.75440583,29.55185477
60.56940532,28.47546943
56.91386794,32.93104858
61.09178703,31.15475247
62.20963897,31.43487367
55.20737886,32.12339683
57.5768699,29.43222092
55.05296252,29.37155512
59.05883248,34.78702417
56.1050122,33.07160885
55.089899,30.66153937
59.55225731,35.24975028
62.95385789,28.08681072
57.15038829,31.54939282
57.95759003,27.16597313
56.56524138,27.94582433
54.95285202,30.29244717
56.65023289,30.89973137
55.80528774,28.74715371
57.50596697,30.39066694
59.15356724,30.7570617
56.90299713,29.05687748
62.9866971,32.77792556
62.0616391,32.71508774
62.12431416,33.63226633
54.70912754,30.63942504
59.02329024,33.20148312
61.57312331,34.99274565
62.66308879,29.89877438
56.00202164,27.9380374
61.73451245,27.9035644
61.26035305,27.38977579
57.2828641,28.6024904
59.38959872,33.5680595
55.75222463,32.46627225
56.25482851,30.45389208
56.10035281,31.92012226
59.3003249,35.61948988
57.05428905,30.99488447
63.02416925,31.74063011
56.87675926,29.43523687
61.66733585,28.89342337
59.24099405,34.68103226
56.68045839,30.994954
60.08570984,32.88535196
63.60819741,29.9428913
59.67695121,33.69648162
61.46002754,26.92873877
61.33465421,30.4514238
55.960015,31.18669465
59.98256034,31.02846181
62.15213985,32.07802118
56.18046664,30.0169862
62.07998869,30.36926284
62.25666708,32.73940193
55.27410043,29.01643457
62.84389103,32.04794024
57.5036082,32.33024774
58.88880876,32.70932777
56.906726,28.77643063
61.68967666,33.33939758
59.19724897,33.06825763
56.27676858,33.06682163
55.86428706,30.00433371
60.63111897,27.41979086
56.62318548,29.77947338
54.97282514,31.38605896
56.19528764,33.17368042
57.4085252,27.07414462
57.87733727,35.41855816
62.73207589,32.77133274
59.45604553,32.53735803
61.91539491,34.43876586
59.59261958,26.75408052
55.66432215,31.72131139
59.31235584,35.35885991
56.73791978,29.02247111
59.1592777,29.78354583
60.8162659,33.09396166
61.88266951,27.47125959
62.72970363,32.96922035
62.87067363,29.393864
61.22514483,28.81303592
55.55497686,33.42038745
57.96463069,32.11487353
59.14974976,33.40906475
55.95548984,32.08709273
57.82864808,29.05411347
55.19880781,29.24410474
59.1679041,29.7861912
55.86430745,33.38948296
62.49483838,27.92978505
62.28267977,34.39313073
61.84431903,27.31704622
56.66666043,31.83303786
57.49716219,26.99197087
60.33287094,30.98569891
57.89246813,34.15270744
63.52539256,29.74202428
58.87821024,34.603107
56.70660444,33.95143181
58.68807882,26.4474436
57.63624938,29.55826185
57.50755837,26.74475485
59.61082217,32.37953447
62.04846566,29.45211105
59.61127194,35.76670876
55.60630848,29.74844533
57.8801144,34.42855254
59.9142807,32.08287959
57.8052999,27.30901411
56.56517756,34.25344232
