X1,X2
14.78968792,96.59763314
92.1302578,95.26627219
2.713704206,83.57988166
3.392130258,92.4556213
74.7122728,68.44032265
19.26975695,54.18796226
53.83711916,38.51370862
53.30092974,81.87296722
33.14197735,63.40671679
55.44563794,36.12489428
78.33039978,76.59294766
69.2792191,37.46879841
65.031561,92.28372845
44.70129665,57.15197241
52.78800959,60.59416045
69.2894419,39.69593136
51.30171786,95.07956695
32.21466315,60.01794373
49.92306259,75.46970604
55.95445742,28.34035249
22.58130326,68.65918183
69.46846062,52.22674875
19.26044433,45.66180545
58.19510199,39.61995386
63.21198722,85.63549971
34.10085901,75.098063
68.37181515,36.7076288
45.42276266,53.28835646
18.00892077,53.67397486
80.2360791,43.3487078
60.06314964,27.69697682
48.25109737,64.80746016
32.39485237,50.92600377
40.56975709,61.21268256
83.26235719,64.57885761
12.05788524,54.1404753
47.90725267,73.83538821
22.76319267,71.92272345
49.97093223,48.74462655
20.84411227,78.67552994
74.97463825,72.16564954
83.72537235,67.45443449
73.10568265,74.46190834
13.2473841,64.52309501
59.48803896,79.15810651
53.088391,28.20341003
77.1743722,69.80225693
77.92771329,54.61175031
24.69675552,71.58383285
23.61347114,77.07613343
49.53642996,26.49558609
21.05379234,72.98403779
37.78501855,70.74285845
15.67145699,61.48882731
37.05756387,53.92888144
19.56018042,37.01607301
80.7588071,66.47324489
73.07614775,37.25987632
66.55161691,55.73836082
27.16736364,58.49343521
72.92833902,63.01868226
37.86297913,81.58778071
55.44757155,70.79862997
54.16898638,78.90526074
53.58097669,28.45698614
47.25415384,71.13667435
59.8830584,27.66120814
37.85850326,62.14331269
36.45576101,53.84582697
15.11570763,48.53459626
37.36901251,37.9033422
14.97484313,66.58818945
41.30001511,78.77103733
13.42775768,50.74413157
37.12074305,50.95217328
70.445405,68.69465404
12.72161259,56.54042385
30.84853385,57.55131273
49.27514238,67.04940501
35.6493478,42.12238123
20.9400735,75.95996696
67.91810625,31.91069545
68.2392061,81.75336466
51.39389696,92.25842972
37.69902769,56.23364963
47.13872363,44.11460333
18.1689911,46.7282856
30.09682887,88.02976433
58.41311275,66.36354576
20.72031185,76.01416556
81.65015351,70.03700004
32.05910139,41.52774823
44.45089143,64.67273715
66.10822917,45.51926727
80.29864731,51.80101135
37.51470189,85.3812823
33.37349788,33.02595864
17.47184704,77.74896554
74.2744287,34.09011123
25.04898939,49.47620142
56.94998633,67.38556658
51.17062559,83.18909295
79.57911137,54.47096674
59.69082695,56.63271317
59.28061866,50.91487776
59.02784422,52.07513908
59.42354705,50.79451582
59.30167117,51.16033004
58.58969589,50.91833772
58.64402785,49.1003876
57.84796336,50.28890887
57.55758896,50.65335021
58.93850555,50.31683423
58.77458981,51.71213593
59.09426476,51.23131231
57.56637146,50.43389457
57.90631059,50.05311376
58.55044083,50.89116734
58.95284951,50.47712455
58.61152213,50.07582147
58.56724081,50.98317033
58.52311264,49.72734059
58.75582518,51.13123313
58.09264107,50.79281436
59.59761903,50.25717345
59.68876155,50.7420123
58.20812793,50.46234789
58.44045947,50.65827392
58.51678014,51.34892529
58.7185218,50.71869798
59.68691862,50.37809064
58.86467597,49.74636905
58.72882459,51.81364064
58.42499422,50.98445789
59.21595906,52.04787498
58.60761445,51.25480928
58.43250862,50.80241095
58.82499624,50.18159695
57.60487991,51.94431633
59.43288664,50.4617036
58.27070386,51.68044835
59.12182876,49.35803675
58.46170471,50.75138672
57.35199108,50.55544434
57.13675329,50.41339738
59.3670234,52.88420736
58.31664015,50.99133705
59.00255758,50.73881807
57.41872474,51.02817615
58.99399617,50.9865756
57.98520253,50.37017371
58.40990747,50.40615884
58.56276685,50.68516009
58.23623984,50.25720318
58.34692664,50.51114616
59.15661892,51.63424853
58.13739196,50.87332663
57.42027569,51.63053388
58.98289348,50.87644681
60.4156564,51.11884868
58.19651825,51.05119368
59.27003688,50.90955932
58.15267699,51.83937867
57.97753672,51.18901062
58.7486755,51.11266474
59.35974791,49.53561545
58.70512916,51.6947464
57.55370447,49.97802864
58.61643217,50.90181829
58.75287929,50.8870624
58.15179572,51.22188811
59.29720739,50.41257783
57.52970409,50.52586486
59.3821315,51.77174172
59.49155814,50.94366049
58.72982685,49.30254026
58.63487447,50.02863991
58.12821359,49.88790539
58.4308213,50.69377406
58.95708096,50.79999623
59.61232624,50.15194722
58.34164968,50.79715777
59.20794904,50.52170402
59.15829095,51.65199204
58.6077868,52.01597299
58.47328194,50.53920489
58.70014763,49.7679971
58.64493667,50.72358837
58.91032905,52.32590345
58.41683501,50.49236308
58.47053768,50.80821328
59.56394027,50.83777316
57.72256736,50.44817174
59.06384119,50.35111769
58.35706435,51.77610254
59.04856577,51.20001372
57.94967049,50.92013319
58.92577331,50.21061135
58.48207994,49.81119218
59.02255356,49.68769723
59.50944492,50.87921263
58.76361205,49.96867793
57.96758599,51.04887764
58.32752892,51.17581463
57.18404314,52.93011598
57.72532168,51.34588522
56.96817366,52.0057937
56.75868569,51.76954556
56.8521858,52.28983984
57.3450313,52.29116223
57.45137473,52.23301233
56.86318591,51.98832084
57.80387206,52.19772188
57.636589,52.60522423
56.91488052,52.40253936
56.08177411,51.93997957
57.51015844,52.86742874
57.50557601,52.17248899
58.15519261,52.71400234
56.73557783,51.8673512
56.94638393,51.40008309
56.94392715,52.60888104
56.55044083,52.4417113
56.82628442,52.10539795
57.57167372,52.19628723
57.0332016,51.42626001
57.06904136,52.672163
56.68145363,53.0198981
57.4136014,52.27685407
58.16651508,51.93082071
57.84094841,51.20387854
57.02389074,51.70650021
58.43472668,52.66649466
58.0982547,52.47949274
57.38196219,52.71498313
58.03888491,53.39422133
58.40770403,51.5730475
56.36990416,52.28998681
56.9189748,52.53296825
57.40440372,51.92566231
57.35150707,53.08615459
57.28905685,52.41790436
58.60123211,51.92807741
56.64942966,52.54914833
57.08012331,52.4878985
57.85620981,51.84069003
58.09039342,52.37895242
58.46527245,52.59525758
57.57041559,51.38865659
57.52301429,51.4941932
57.89318256,52.11062226
57.18784017,52.54938532
58.53585039,51.82653775
56.99810383,51.44104273
57.04297673,52.08093289
56.95117389,52.38074134
57.3669779,51.33434866
57.67552895,52.90626308
57.61536382,52.47139575
57.45428983,52.34863861
56.20635635,51.04735694
57.44124481,52.57012181
59.01786908,51.81452263
57.32233704,51.85308385
57.6103289,52.80899545
57.68362476,50.77570171
56.74331672,51.99606374
57.81890949,51.88165611
57.0476032,52.90012709
57.51351417,51.87341781
56.91138893,51.56736599
57.74317169,51.76016698
57.01054888,52.60066554
58.21307792,52.60402193
57.42218898,52.80005072
57.37593438,52.30784809
57.66079451,51.84436174
56.68555365,52.67346387
58.21646495,52.77400426
57.05375472,51.95511394
57.07816157,51.56424025
57.55819971,52.4918037
57.66602797,51.78916863
56.5473197,53.34848829
56.6684253,51.33226298
57.34227084,51.64495458
57.52146509,52.42869708
57.32136332,52.21643512
58.61390986,51.40205399
58.22833099,52.64828753
57.75906173,52.90622743
58.22005731,51.60261801
57.44676258,51.87534859
57.29358947,51.4451514
57.23854758,51.53992565
57.47818805,53.35501795
57.99149344,52.83904107
56.84064214,52.19641252
56.80603368,51.59241099
57.9897137,52.42982483
57.22291132,52.21348242
57.60277736,51.72212514
57.52167324,51.8576867
58.50021296,52.8515537
59.61045683,49.74989539
60.52162578,50.01723204
58.66602785,49.84015081
58.29218456,48.92023752
58.74582918,50.46091494
58.2108185,49.76606255
59.3555257,50.21940994
57.53469522,49.9293991
58.56424824,49.44856055
58.5004972,50.16015088
58.87544512,49.28002203
58.81369047,49.97365724
59.11450542,48.90367404
58.77280583,49.12210766
58.58338744,50.66226354
58.65079529,50.57327376
59.65147529,50.00327851
59.89984548,50.04290776
58.79018339,50.05021444
58.8733668,50.35357075
58.84264995,49.85938655
58.49430759,50.47647838
58.45338649,48.66843843
58.18061708,49.69549327
59.73436262,50.20777063
58.08027846,48.87932573
59.04064415,49.39486123
57.73014966,50.31151708
59.07956835,50.72174715
58.66071158,50.11845819
58.03069775,49.32506223
58.49187841,50.04863145
60.07005277,49.37612869
59.2769985,50.93390618
59.00434724,49.4262813
58.30073041,49.74398514
59.02640406,49.15791176
58.83208283,50.53607078
59.00456509,49.49709934
58.75827011,49.07247212
58.31066716,50.49895326
59.42315851,49.4277932
58.53283011,50.08422765
58.87495557,48.5445883
58.65510009,49.35733827
58.80283464,48.55316171
58.10637854,50.25210966
58.37637517,50.34147516
59.04029296,50.09279271
58.48094266,49.81981624
58.83800289,50.51226891
58.00742605,49.73520962
58.8060108,48.61565306
59.55651624,50.79295247
57.937158,50.06029263
58.01498001,50.01288559
58.4151639,49.41155399
58.9526976,49.34892989
59.38148524,49.99815907
59.90390259,51.10798481
58.19015116,50.07226549
58.82498255,49.57986676
60.56363721,48.95488293
59.43419321,49.89248434
58.69007781,49.3357624
59.76549816,50.14323401
59.04388952,49.41794986
58.77038092,49.28098176
59.5617821,49.41747437
