X1,X2
43.29447999,16.34500105
42.3848342,17.35143106
41.79111375,20.60089937
43.23275388,21.80557238
40.30586811,13.47904366
42.27398464,14.58117052
38.7075818,20.71864408
38.81257257,20.12791411
46.86271581,16.81605067
43.7091307,20.46009989
43.99260974,22.71529357
40.09322825,16.25802817
41.06958887,19.55456861
42.84849802,16.58592158
42.10591621,14.82261965
45.96986861,17.09223702
46.34118391,16.76339887
47.94918776,18.72214984
42.70399638,19.59764819
41.87948434,20.95891561
41.78581103,19.94059776
41.39909025,14.74694862
44.77979308,22.00025928
40.23952252,19.22188689
47.20955858,16.85160307
41.70937146,13.98206676
45.17037999,17.98634757
42.74878538,17.87540487
41.47420847,19.16406599
46.26562585,15.00305507
39.09901834,19.00428921
42.42886401,17.94710119
39.46930346,16.71673671
44.93267457,19.72202911
43.4275602,16.34261355
39.95669235,14.14851634
42.66573677,19.4633569
47.5132435,18.58203461
38.91795312,19.16650084
42.16784522,21.28037555
40.73024942,22.3881077
42.62724445,18.79998083
39.72105073,19.55505949
41.60607392,15.90034986
45.18209799,16.86377137
41.20214365,22.76240152
42.32542036,16.02231604
40.18515398,15.2752078
44.00525312,17.72242195
40.24356604,19.58193798
45.92230313,16.62562096
45.39108699,19.30025583
44.95870539,15.7348143
44.61412581,13.53896151
43.9853369,15.09932893
46.86631385,15.4060471
47.75825264,19.58589948
43.18783618,18.53381891
39.53415518,20.54403196
45.18566226,19.49844443
47.30016319,18.41098792
39.71223917,21.97927401
43.55906876,15.29081835
43.79390555,17.05607656
47.9089369,17.5069478
42.93137285,21.41218567
40.37973124,14.13556479
45.43073509,13.5318067
42.2190268,13.35883405
46.86716275,18.39107362
38.64046028,15.13971592
43.26400357,13.85224617
46.77069043,19.26999932
44.36757248,19.86415465
39.81616227,17.34075973
43.08517433,16.45722278
39.66206633,21.38609663
41.40827103,21.29135974
39.77471183,19.726436
39.06737238,19.49349331
44.87052554,20.93495148
40.90389495,16.01506957
39.47513747,18.86401119
41.45034815,16.28278036
46.51996462,19.93846384
42.40736363,18.32186224
43.16973132,16.5726502
47.53722691,17.88124827
44.8883987,22.19069436
42.05432338,19.39427004
40.1206176,20.92424489
45.61184133,20.53608874
42.40704426,14.11279638
42.93096412,16.6504943
38.81470133,15.04677478
40.07473678,15.46023841
39.27975314,15.22104162
41.7924416,22.33192174
46.47828627,16.07769136
43.70161235,15.54375004
15.40041505,96.69134741
21.40453852,86.78336886
4.818032782,73.25068125
37.83855675,81.00774899
45.29004344,85.08207954
4.888857253,98.12356899
40.57994415,80.46983894
10.01098322,96.62160063
18.30494121,93.88425451
23.08117463,94.86387375
18.77023146,88.2632675
36.08643424,78.71374899
46.38061506,81.39430825
21.34974024,97.93669242
43.41469383,77.58028054
25.62808895,80.38917391
32.48007494,69.77507208
37.40106808,74.22445602
12.63655076,66.69371117
36.30040499,88.21653966
34.42760115,88.49287218
21.87415849,83.06322541
17.50888844,71.51970458
41.97781499,83.05326466
41.81478495,75.78684054
8.975679454,83.63565197
42.79439743,79.69163575
36.43375999,66.09033837
45.11360748,82.99224761
4.071439707,92.29446374
45.9151625,90.18572784
11.09454494,70.48510358
38.35585397,90.04545234
17.01404087,83.70472325
26.53160975,65.51434112
35.09447065,90.358212
26.97577951,70.83849353
14.02149917,79.42721918
3.036780118,97.3389842
13.97619819,80.03104484
9.605452146,92.853101
9.536011152,89.96459477
11.0285701,97.38272252
0.076184757,93.66073964
34.67176342,72.06288803
12.02978316,91.43965235
43.51525842,81.06037004
1.773697563,93.35007812
15.13234126,89.19752254
47.35279705,86.38720266
23.61127963,78.07118405
14.38016016,68.31335274
33.12742532,99.62865105
12.48878671,86.17985626
13.08540454,76.93916233
15.65377105,73.1714988
27.63653367,82.37185666
34.84417993,97.08513614
12.17594452,78.07062797
35.21583277,86.96586875
26.6817256,71.85850874
30.52859849,97.20202395
41.19761291,88.62204597
26.53535615,72.03821633
1.011910108,93.32920984
3.996941327,75.56645665
21.12969875,77.17055247
16.30878512,77.30664994
17.76801972,85.28378301
16.0791213,92.16029284
25.0953653,95.85236683
31.01527384,69.22432185
3.135250618,93.89516331
38.91071091,90.29048797
11.09969148,75.9832475
32.6284739,86.99475677
22.89925612,84.45464143
30.02141498,68.10570355
19.49684862,73.07918116
36.64801584,83.23307637
43.54531525,92.65122799
